"idText";"tipo";"score";"uri";"surface";"idUsuario";"comunidade";"votosPositivos";"votosNegativos"
"1_10842";"titulo_pergunta";"0,144734188914299";"http://dbpedia.org/resource/Brain";"brain";"1_57";"BIO";"4";"0"
"1_10842";"texto_pergunta";"0,241083517670631";"http://dbpedia.org/resource/Brain";"brain";"1_57";"BIO";"4";"0"
"1_1171";"titulo_pergunta";"0,250815570354462";"http://dbpedia.org/resource/Brain";"brain";"1_115";"BIO";"6";"0"
"1_1171";"texto_pergunta";"0,189985811710358";"http://dbpedia.org/resource/Brain";"brain";"1_115";"BIO";"6";"0"
"1_1198";"texto_pergunta";"0,0773681625723839";"http://dbpedia.org/resource/Brain";"brain";"1_115";"BIO";"8";"0"
"1_14275";"texto_pergunta";"0,121748544275761";"http://dbpedia.org/resource/Brain";"brain";"1_3776";"BIO";"4";"0"
"1_14889";"texto_pergunta";"0,268884688615799";"http://dbpedia.org/resource/Brain";"brain";"1_86";"BIO";"0";"0"
"1_1560";"texto_pergunta";"0,120857253670692";"http://dbpedia.org/resource/Brain";"brain";"1_86";"BIO";"2";"0"
"1_1560";"texto_pergunta";"0,120857253670692";"http://dbpedia.org/resource/Brain";"brain";"1_86";"BIO";"2";"0"
"1_15699";"texto_pergunta";"0,203085944056511";"http://dbpedia.org/resource/Brain";"brain";"1_86";"BIO";"0";"0"
"1_15699";"texto_pergunta";"0,203085944056511";"http://dbpedia.org/resource/Brain";"brain";"1_86";"BIO";"0";"0"
"1_2122";"texto_pergunta";"0,082193061709404";"http://dbpedia.org/resource/Brain";"brain";"1_307";"BIO";"6";"1"
"1_2262";"texto_pergunta";"0,219148308038712";"http://dbpedia.org/resource/Brain";"brain";"1_86";"BIO";"6";"0"
"1_2935";"titulo_pergunta";"0,198537737131119";"http://dbpedia.org/resource/Brain";"brain";"1_307";"BIO";"8";"0"
"1_3598";"texto_pergunta";"0,203015014529228";"http://dbpedia.org/resource/Brain";"brain";"1_112";"BIO";"4";"0"
"1_570";"titulo_pergunta";"0,167346104979515";"http://dbpedia.org/resource/Brain";"brain";"1_57";"BIO";"8";"0"
"1_570";"texto_pergunta";"0,139519542455673";"http://dbpedia.org/resource/Brain";"brain";"1_57";"BIO";"8";"0"
"1_6909";"titulo_pergunta";"0,204408884048462";"http://dbpedia.org/resource/Brain";"brain";"1_57";"BIO";"5";"0"
"1_6909";"texto_pergunta";"0,278055638074875";"http://dbpedia.org/resource/Brain";"brain";"1_57";"BIO";"5";"0"
"1_8492";"texto_pergunta";"0,153978407382965";"http://dbpedia.org/resource/Brain";"brain";"1_3615";"BIO";"3";"0"
"1_9165";"titulo_pergunta";"0,185116797685623";"http://dbpedia.org/resource/Brain";"brain";"1_3340";"BIO";"3";"0"
"1_9165";"texto_pergunta";"0,203738808631897";"http://dbpedia.org/resource/Brain";"brain";"1_3340";"BIO";"3";"0"
"1_9165";"texto_pergunta";"0,203738808631897";"http://dbpedia.org/resource/Brain";"brain";"1_3340";"BIO";"3";"0"
"1_9165";"texto_pergunta";"0,203738808631897";"http://dbpedia.org/resource/Brain";"brain";"1_3340";"BIO";"3";"0"
"1_9315";"titulo_pergunta";"0,151188686490059";"http://dbpedia.org/resource/Brain";"brain";"1_3971";"BIO";"5";"0"
"1_10121";"texto_resposta";"0,150350317358971";"http://dbpedia.org/resource/Brain";"brain";"1_4101";"BIO";"2";"0"
"1_10121";"texto_resposta";"0,150350317358971";"http://dbpedia.org/resource/Brain";"brain";"1_4101";"BIO";"2";"0"
"1_10231";"texto_resposta";"0,118583373725414";"http://dbpedia.org/resource/Brain";"brain";"1_4168";"BIO";"2";"1"
"1_10231";"texto_resposta";"0,118583373725414";"http://dbpedia.org/resource/Brain";"brain";"1_4168";"BIO";"2";"1"
"1_10302";"texto_resposta";"0,171562343835831";"http://dbpedia.org/resource/Brain";"brain";"1_3340";"BIO";"1";"0"
"1_10388";"texto_resposta";"0,208795323967934";"http://dbpedia.org/resource/Brain";"brain";"1_4168";"BIO";"1";"1"
"1_10389";"texto_resposta";"0,25615668296814";"http://dbpedia.org/resource/Brain";"brain";"1_4168";"BIO";"7";"0"
"1_104";"texto_resposta";"0,0624517686665058";"http://dbpedia.org/resource/Brain";"brain";"1_66";"BIO";"15";"0"
"1_10438";"texto_resposta";"0,150093823671341";"http://dbpedia.org/resource/Brain";"brain";"1_3776";"BIO";"1";"0"
"1_10438";"texto_resposta";"0,150093823671341";"http://dbpedia.org/resource/Brain";"brain";"1_3776";"BIO";"1";"0"
"1_10438";"texto_resposta";"0,150093823671341";"http://dbpedia.org/resource/Brain";"brain";"1_3776";"BIO";"1";"0"
"1_10438";"texto_resposta";"0,150093823671341";"http://dbpedia.org/resource/Brain";"brain";"1_3776";"BIO";"1";"0"
"1_10438";"texto_resposta";"0,150093823671341";"http://dbpedia.org/resource/Brain";"brain";"1_3776";"BIO";"1";"0"
"1_10438";"texto_resposta";"0,150093823671341";"http://dbpedia.org/resource/Brain";"brain";"1_3776";"BIO";"1";"0"
